341.03,0,6,0,34,21,2,0,81,65,46,0,5,1,0,0,0
344.46,0,6,0,38,22,1,0,82,65,46,0,5,1,0,0,0
345.12,0,6,0,36,24,1,0,81,65,46,0,5,1,0,0,0
340.39,2.5,5,2,32,23,3,0,81,64,47,0,4,0,0,0,5
346.7,0,6,0,36,24,1,0,81,65,46,0,5,1,0,0,0
337.87,0,6,0,31,24,1,0,81,65,45,0,5,1,0,0,0
337.6,0,6,0,32,21,2,0,81,65,45,0,5,1,0,0,0
339.09,0,6,0,34,21,1,0,81,65,45,0,5,1,0,0,0
341.43,0,6,0,34,22,1,0,80,65,45,0,5,1,0,0,0
339.44,0,6,0,34,21,1,0,81,65,45,0,5,1,0,0,0
339.87,0,6,1,36,21,1,0,80,66,45,0,5,1,0,0,0
338.76,0,6,0,35,21,1,0,80,65,45,0,4,1,0,0,0
336.5,0,6,0,34,21,1,0,80,65,45,0,5,1,0,0,0
338.54,0,6,0,34,21,1,0,80,66,45,0,5,1,0,0,0
1930.5,0,6,1,35,21,5,4,80,66,44,0,4,1623,10,8,0
1913.9,0,6,0,33,21,4,3,80,66,44,0,4,1614,10,8,0
1913.5,0,6,1,27,21,5,4,79,67,45,0,4,1617,10,9,0
329.45,0,6,1,26,21,1,0,81,65,45,0,5,1,0,0,0
328.77,0,6,0,27,21,2,0,81,66,46,0,5,1,0,0,0
251.21,0,6,0,29,21,1,0,81,0,45,0,4,1,0,0,0
252.13,0,6,0,26,22,1,0,81,0,45,0,4,1,0,0,0
244.97,0,6,0,24,21,1,0,81,0,45,0,4,1,0,0,0
247.3,0,6,0,28,21,1,0,81,0,45,0,4,1,0,0,0
246.21,0,7,0,25,21,1,0,80,0,45,0,4,1,0,0,0
244.91,0,6,1,24,21,1,0,80,0,45,0,4,1,0,0,0
245.38,0,6,0,25,21,1,0,81,0,45,0,4,1,0,0,0
250.13,0,6,0,25,21,1,0,81,0,45,0,4,1,0,0,0
243.67,0,6,0,25,21,1,0,81,0,45,0,4,1,0,0,0
243.01,0,6,0,22,21,1,0,80,0,45,0,4,1,0,0,0
245.06,0,6,0,25,21,2,0,80,0,45,0,4,1,0,0,0
243.56,0,6,0,23,21,1,0,81,0,45,0,4,1,0,0,0
242.83,0,6,0,22,21,1,0,81,0,45,0,4,1,0,0,0
243.71,0,6,0,23,21,1,0,80,0,45,0,4,1,0,0,0
244.99,0,6,0,26,21,1,0,80,0,45,0,4,1,0,0,0
241.43,0,6,0,22,21,1,0,80,0,45,0,4,1,0,0,0
247.03,0,6,0,24,21,1,0,80,0,45,0,4,1,0,0,0
242.29,0,6,0,23,21,1,0,80,0,45,0,4,1,0,0,0
240.28,0,6,1,24,21,1,0,80,0,45,0,4,1,0,0,0
241.34,0,6,0,21,21,1,0,80,0,45,0,4,1,0,0,0
242.13,0,6,0,21,21,1,0,80,0,45,0,4,1,0,0,0
240.23,0,6,0,21,21,2,0,80,0,45,0,4,1,0,0,0
245.26,0,6,0,23,21,1,0,80,0,45,0,4,1,0,0,0
245.88,0,6,0,25,21,1,0,80,0,45,0,4,1,0,0,0
243.85,0,6,0,21,21,1,0,80,0,45,0,4,1,0,0,0
466.32,0,234,0,23,20,1,0,81,0,45,0,4,1,0,0,0
440.08,0,203,0,27,21,1,0,81,0,45,0,4,1,0,0,0
434.63,0,197,0,26,21,1,0,81,0,45,0,4,1,0,0,0
429.65,0,198,0,22,20,1,0,81,0,45,0,4,1,0,0,0
429.45,0,195,0,25,21,1,0,81,0,45,0,4,1,0,0,0
427.77,0,191,0,25,23,1,0,81,0,45,0,4,1,0,0,0
426.6,0,191,0,23,23,1,0,81,0,45,0,4,1,0,0,0
381.95,0,194,0,23,23,1,0,81,0,2,0,4,1,0,0,0
412.37,0,191,0,25,23,1,0,81,0,2,0,37,1,0,0,0
596.73,0,427,2,23,22,1,0,82,0,2,0,4,2,0,1,0
592.74,0,424,2,24,20,1,0,82,0,2,0,4,1,0,1,0
587.63,0,423,2,23,20,1,0,82,0,2,1,4,2,0,1,0
583.66,0,421,2,24,20,1,0,81,0,2,0,4,2,0,1,0
586.44,0,422,1,25,20,1,0,81,0,2,0,4,2,0,1,0
587.54,0,423,2,22,20,1,0,82,0,2,0,4,2,0,1,0
589.49,0,423,2,24,20,1,0,82,0,2,0,4,2,0,1,0
588.77,0,422,2,26,20,1,0,82,0,2,0,4,2,0,0,0
589.24,0,422,2,23,19,1,0,82,0,2,0,4,2,0,1,0
589,0,423,2,22,20,1,0,82,0,2,0,4,2,0,1,0
590.38,0,423,1,25,20,1,0,82,0,2,0,4,2,0,0,0
197.72,0,7,0,25,21,1,0,81,0,1,0,4,1,0,0,0
194.52,0,7,0,21,21,1,0,81,0,2,0,4,1,0,0,0
194.27,0,7,0,20,21,1,0,81,0,1,0,4,1,0,0,0
197.02,0,7,0,23,21,1,0,81,0,2,0,4,1,0,0,0
193.69,0,7,0,20,21,1,0,80,0,2,0,4,1,0,0,0
193.47,0,7,0,22,21,1,0,81,0,1,0,4,1,0,0,0
193.7,0,7,0,20,21,1,0,80,0,2,0,4,1,0,0,0
192.5,0,7,0,21,21,1,0,81,0,1,0,4,1,0,0,0
191.53,0,7,0,20,21,1,0,81,0,2,0,4,1,0,0,0
194.1,0,7,0,20,21,1,0,81,0,2,0,4,1,0,0,0
193.4,0,7,0,22,21,1,0,80,0,1,0,4,1,0,0,0
192.68,0,7,0,23,21,1,0,80,0,1,0,4,1,0,0,0
195.42,0,7,0,24,20,1,0,80,0,1,0,4,1,0,0,0
192.76,0,7,0,22,21,1,0,80,0,2,0,4,1,0,0,0
430.12,0,247,1,21,20,1,0,81,0,2,0,4,1,0,0,0
401.16,0,218,0,25,20,1,0,81,0,1,0,4,1,0,0,0
395.73,0,212,0,21,20,1,0,81,0,1,0,4,1,0,0,0
392.41,0,209,0,21,20,1,0,81,0,2,0,4,1,0,0,0
390.25,0,206,0,20,20,1,0,81,0,2,0,4,1,0,0,0
388.76,0,206,0,24,20,1,0,81,0,2,0,4,1,0,0,0
385.67,0,205,0,20,20,1,0,81,0,2,0,4,1,0,0,0
384.6,0,203,0,21,21,1,0,81,0,2,0,4,1,0,0,0
386.48,0,199,0,21,20,1,0,81,0,2,0,4,1,0,0,0
383.12,0,199,0,21,21,1,0,81,0,1,0,4,1,0,0,0
381.62,0,199,0,20,21,1,0,81,0,2,0,4,1,0,0,0
383.73,0,197,0,22,20,1,0,81,0,2,0,4,1,0,0,0
379.56,0,197,0,20,20,1,0,81,0,1,0,4,1,0,0,0
380.35,0,194,0,21,21,1,0,81,0,1,0,4,1,0,0,0
381.6,0,193,0,23,21,1,0,81,0,1,0,4,1,0,0,0
378.43,0,196,0,21,20,1,0,81,0,2,0,4,1,0,0,0
377.95,0,193,0,21,21,1,0,81,0,1,0,4,1,0,0,0
381.18,0,191,0,26,20,1,0,82,0,1,0,4,1,0,0,0
375.07,0,191,0,21,21,1,0,81,0,2,0,4,1,0,0,0
